Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F
"255","Belgium","1058","Meat, chicken","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,"1030.600000","Fc","1018.100000","Fc","1079.200000","Fc","973.200000","Fc","1191.500000","Fc","1235.100000","Fc","1143.600000","Fc","1197.500000","Fc","1294.800000","Fc","1286.000000","Fc","1318.200000","Fc","1275.700000","Fc","1247.800000","Fc","1197.300000","Fc","1194.700000","Fc","1211.500000","Fc"
"255","Belgium","1058","Meat, chicken","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,"1030.600000","Fc","1018.100000","Fc","1079.200000","Fc","973.200000","Fc","1191.500000","Fc","1235.100000","Fc","1143.600000","Fc","1197.500000","Fc","1294.800000","Fc","1286.000000","Fc","1318.200000","Fc","1275.700000","Fc","1247.800000","Fc","1197.300000","Fc","1194.700000","Fc","1211.500000","Fc"
"255","Belgium","1058","Meat, chicken","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,"1163.200000","Fc","1264.100000","Fc","1342.100000","Fc","1220.900000","Fc","1630.800000","Fc","1809.300000","Fc","1588.700000","Fc","1586.000000","Fc","1800.000000","Fc","1652.300000","Fc","1750.200000","Fc","1692.500000","Fc","1383.900000","Fc","1324.500000","Fc","1346.300000","Fc","1430.000000","Fc"
"255","Belgium","1017","Meat, goat","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7363.700000","Fc","7496.400000","Fc","7480.700000","Fc","7586.300000","Fc","7514.100000","Fc","7481.300000","Fc","7936.000000","Fc","6621.100000","Fc","6408.100000","Fc",,,,
"255","Belgium","1017","Meat, goat","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7363.700000","Fc","7496.400000","Fc","7480.700000","Fc","7586.300000","Fc","7514.100000","Fc","7481.300000","Fc","7936.000000","Fc","6621.100000","Fc","6408.100000","Fc",,,,
"255","Belgium","1017","Meat, goat","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10786.500000","Fc","10414.000000","Fc","9907.600000","Fc","10546.000000","Fc","9654.500000","Fc","9933.300000","Fc","10529.000000","Fc","7343.300000","Fc","7088.400000","Fc",,,,
"255","Belgium","1097","Meat, horse","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,"3736.700000","Fc","3109.000000","Fc","3992.200000","Fc","2574.300000","Fc","2607.100000","Fc","2968.400000","Fc","2660.800000","Fc","2072.000000","Fc","1779.000000","Fc","1706.300000","Fc","2133.500000","Fc","2215.000000","Fc","2182.100000","Fc","2208.000000","Fc","2133.600000","Fc","2168.200000","Fc","2168.600000","Fc"
"255","Belgium","1097","Meat, horse","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,"3736.700000","Fc","3109.000000","Fc","3992.200000","Fc","2574.300000","Fc","2607.100000","Fc","2968.400000","Fc","2660.800000","Fc","2072.000000","Fc","1779.000000","Fc","1706.300000","Fc","2133.500000","Fc","2215.000000","Fc","2182.100000","Fc","2208.000000","Fc","2133.600000","Fc","2168.200000","Fc","2168.600000","Fc"
"255","Belgium","1097","Meat, horse","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,"3516.700000","Fc","3508.900000","Fc","4957.000000","Fc","3201.400000","Fc","3270.600000","Fc","4062.800000","Fc","3897.600000","Fc","2878.400000","Fc","2356.100000","Fc","2372.000000","Fc","2741.300000","Fc","2940.900000","Fc","2895.000000","Fc","2448.800000","Fc","2360.100000","Fc","2443.300000","Fc","2559.800000","Fc"
"255","Belgium","1035","Meat, pig","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"56242.000000","","68041.000000","","1436.700000","Fc","1329.100000","Fc","1469.600000","Fc","1467.100000","Fc","1461.300000","Fc","1264.100000","Fc","1449.500000","Fc","1301.600000","Fc","1273.900000","Fc","1390.800000","Fc","1575.400000","Fc","1540.300000","Fc","1381.900000","Fc","1212.000000","Fc","1287.000000","Fc","1423.700000","Fc","1185.400000","Fc"
"255","Belgium","1035","Meat, pig","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"1394.200000","","1686.700000","","1436.700000","Fc","1329.100000","Fc","1469.600000","Fc","1467.100000","Fc","1461.300000","Fc","1264.100000","Fc","1449.500000","Fc","1301.600000","Fc","1273.900000","Fc","1390.800000","Fc","1575.400000","Fc","1540.300000","Fc","1381.900000","Fc","1212.000000","Fc","1287.000000","Fc","1423.700000","Fc","1185.400000","Fc"
"255","Belgium","1035","Meat, pig","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"1284.500000","","1509.300000","","1352.100000","Fc","1500.100000","Fc","1824.800000","Fc","1824.500000","Fc","1833.100000","Fc","1730.100000","Fc","2123.200000","Fc","1808.200000","Fc","1687.200000","Fc","1933.400000","Fc","2024.200000","Fc","2045.100000","Fc","1833.400000","Fc","1344.200000","Fc","1423.600000","Fc","1604.400000","Fc","1399.200000","Fc"
"255","Belgium","977","Meat, sheep","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,"2653.000000","Fc","3077.000000","Fc","3710.400000","Fc","3994.400000","Fc","3933.800000","Fc","4101.000000","Fc","4640.200000","Fc","4755.600000","Fc","4673.000000","Fc","4682.800000","Fc","4653.300000","Fc","6422.400000","Fc",,,"4244.800000","Fc","4106.300000","Fc","5617.100000","Fc","6386.900000","Fc"
"255","Belgium","977","Meat, sheep","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,"2653.000000","Fc","3077.000000","Fc","3710.400000","Fc","3994.400000","Fc","3933.800000","Fc","4101.000000","Fc","4640.200000","Fc","4755.600000","Fc","4673.000000","Fc","4682.800000","Fc","4653.300000","Fc","6422.400000","Fc",,,"4244.800000","Fc","4106.300000","Fc","5617.100000","Fc","6386.900000","Fc"
"255","Belgium","977","Meat, sheep","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,"2496.800000","Fc","3472.800000","Fc","4607.100000","Fc","4967.400000","Fc","4934.900000","Fc","5612.900000","Fc","6797.100000","Fc","6606.400000","Fc","6189.000000","Fc","6509.700000","Fc","5978.900000","Fc","8527.300000","Fc",,,"4707.700000","Fc","4542.200000","Fc","6329.900000","Fc","7539.000000","Fc"
"255","Belgium","1080","Meat, turkey","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,"1239.500000","Ce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","Belgium","1080","Meat, turkey","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,"1239.500000","Ce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","Belgium","1080","Meat, turkey","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,"1166.500000","Ce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","Belgium","882","Milk, whole fresh cow","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"12098.000000","","12784.000000","","290.000000","","270.000000","","287.000000","","276.000000","","257.700000","","324.700000","","309.600000","","227.100000","","292.500000","","319.100000","","287.900000","","357.300000","","350.800000","","262.800000","","246.800000","","325.100000","","297.900000",""
"255","Belgium","882","Milk, whole fresh cow","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"299.900000","","316.900000","","290.000000","","270.000000","","287.000000","","276.000000","","257.700000","","324.700000","","309.600000","","227.100000","","292.500000","","319.100000","","287.900000","","357.300000","","350.800000","","262.800000","","246.800000","","325.100000","","297.900000",""
"255","Belgium","882","Milk, whole fresh cow","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"276.300000","","283.600000","","272.900000","","304.700000","","356.400000","","343.200000","","323.300000","","444.400000","","453.500000","","315.500000","","387.400000","","443.600000","","369.900000","","474.300000","","465.400000","","291.500000","","273.000000","","366.400000","","351.600000",""
"255","Belgium","449","Mushrooms and truffles","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,"1503.800000","","1222.700000","","1311.300000","",,,"1745.700000","","1635.000000","","1635.600000","","1608.400000","","1460.500000","","2397.900000","","1564.400000","","1499.600000","","1595.900000","","1483.200000","","1267.100000","","1219.000000",""
"255","Belgium","449","Mushrooms and truffles","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,"1503.800000","","1222.700000","","1311.300000","",,,"1745.700000","","1635.000000","","1635.600000","","1608.400000","","1460.500000","","2397.900000","","1564.400000","","1499.600000","","1595.900000","","1483.200000","","1267.100000","","1219.000000",""
"255","Belgium","449","Mushrooms and truffles","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,"1697.200000","","1518.200000","","1630.700000","",,,"2389.300000","","2395.000000","","2272.200000","","2130.200000","","2030.300000","","3080.900000","","2077.100000","","1989.500000","","1770.000000","","1640.600000","","1427.900000","","1438.900000",""
"255","Belgium","75","Oats","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"5111.000000","","5099.000000","","102.000000","","94.000000","","88.000000","","83.000000","","88.800000","","95.300000","","135.400000","","156.400000","","217.700000","","226.200000","","230.000000","","124.900000","","71.400000","","66.600000","","56.000000","","61.600000","","76.700000",""
"255","Belgium","75","Oats","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"126.700000","","126.400000","","102.000000","","94.000000","","88.000000","","83.000000","","88.800000","","95.300000","","135.400000","","156.400000","","217.700000","","226.200000","","230.000000","","124.900000","","71.400000","","66.600000","","56.000000","","61.600000","","76.700000",""
"255","Belgium","75","Oats","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"116.700000","","113.100000","","96.000000","","106.100000","","109.300000","","103.200000","","111.400000","","130.400000","","198.300000","","217.300000","","288.300000","","314.500000","","295.600000","","165.800000","","94.700000","","73.900000","","62.000000","","69.400000","","90.500000",""
"255","Belgium","403","Onions, dry","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"4970.000000","","7665.000000","","250.000000","","205.000000","",,,"152.000000","","403.600000","","402.000000","","362.000000","","247.800000","","262.300000","","209.400000","","224.100000","","345.800000","","206.100000","","171.900000","","130.900000","","138.300000","","155.600000",""
"255","Belgium","403","Onions, dry","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"123.200000","","190.000000","","250.000000","","205.000000","",,,"152.000000","","403.600000","","402.000000","","362.000000","","247.800000","","262.300000","","209.400000","","224.100000","","345.800000","","206.100000","","171.900000","","130.900000","","138.300000","","155.600000",""
"255","Belgium","403","Onions, dry","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"113.500000","","170.000000","","235.300000","","231.400000","",,,"189.000000","","506.300000","","550.200000","","530.300000","","344.200000","","347.400000","","291.100000","","287.900000","","459.100000","","273.400000","","190.600000","","144.800000","","155.800000","","183.600000",""
"255","Belgium","521","Pears","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"20251.000000","","23397.000000","","660.000000","","620.000000","","618.000000","","619.000000","","666.500000","","953.800000","","774.400000","","855.400000","","541.000000","","545.200000","","549.600000","","946.700000","","511.800000","","587.600000","","470.600000","","620.200000","","553.200000",""
"255","Belgium","521","Pears","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"502.000000","","580.000000","","660.000000","","620.000000","","618.000000","","619.000000","","666.500000","","953.800000","","774.400000","","855.400000","","541.000000","","545.200000","","549.600000","","946.700000","","511.800000","","587.600000","","470.600000","","620.200000","","553.200000",""
"255","Belgium","521","Pears","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"462.500000","","519.000000","","621.100000","","699.700000","","767.400000","","769.800000","","836.100000","","1305.400000","","1134.400000","","1188.300000","","716.500000","","757.800000","","706.200000","","1256.900000","","679.000000","","651.700000","","520.600000","","698.900000","","653.000000",""
"255","Belgium","417","Peas, green","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"110931.000000","","102867.000000","","3030.000000","","3782.000000","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","Belgium","417","Peas, green","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"2749.900000","","2550.000000","","3030.000000","","3782.000000","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","Belgium","417","Peas, green","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"2533.500000","","2281.900000","","2851.600000","","4268.500000","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","Belgium","536","Plums and sloes","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"17080.000000","","39937.000000","","630.000000","","717.000000","","707.000000","","851.000000","","792.700000","","608.500000","","912.700000","","878.000000","","789.300000","","644.900000","","1080.800000","","1071.000000","","534.600000","","891.400000","","872.200000","","986.300000","","1173.400000",""
"255","Belgium","536","Plums and sloes","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"423.400000","","990.000000","","630.000000","","717.000000","","707.000000","","851.000000","","792.700000","","608.500000","","912.700000","","878.000000","","789.300000","","644.900000","","1080.800000","","1071.000000","","534.600000","","891.400000","","872.200000","","986.300000","","1173.400000",""
"255","Belgium","536","Plums and sloes","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"390.100000","","885.900000","","592.900000","","809.200000","","877.900000","","1058.300000","","994.400000","","832.800000","","1336.900000","","1219.700000","","1045.400000","","896.400000","","1388.700000","","1422.000000","","709.300000","","988.600000","","964.800000","","1111.500000","","1385.000000",""
"255","Belgium","116","Potatoes","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"1662.000000","","3276.000000","","59.000000","","116.000000","","45.000000","","85.000000","","152.900000","","105.500000","","87.200000","","62.200000","","75.600000","","135.500000","","139.400000","","147.900000","","30.600000","","103.700000","","190.000000","","113.500000","","226.900000",""
"255","Belgium","116","Potatoes","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"41.200000","","81.200000","","59.000000","","116.000000","","45.000000","","85.000000","","152.900000","","105.500000","","87.200000","","62.200000","","75.600000","","135.500000","","139.400000","","147.900000","","30.600000","","103.700000","","190.000000","","113.500000","","226.900000",""
"255","Belgium","116","Potatoes","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"38.000000","","72.700000","","55.500000","","130.900000","","55.900000","","105.700000","","191.800000","","144.400000","","127.700000","","86.400000","","100.100000","","188.400000","","179.200000","","196.400000","","40.600000","","115.000000","","210.200000","","127.900000","","267.800000",""
"255","Belgium","523","Quinces","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"20251.000000","","23397.000000","","660.000000","","620.000000","","618.000000","","619.000000","","666.500000","","953.800000","","774.400000","","855.400000","","541.000000","","545.200000","","549.600000","","946.700000","","511.800000","","587.600000","","470.600000","",,,,
"255","Belgium","523","Quinces","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"502.000000","","580.000000","","660.000000","","620.000000","","618.000000","","619.000000","","666.500000","","953.800000","","774.400000","","855.400000","","541.000000","","545.200000","","549.600000","","946.700000","","511.800000","","587.600000","","470.600000","",,,,
"255","Belgium","523","Quinces","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"462.500000","","519.000000","","621.100000","","699.700000","","767.400000","","769.800000","","836.100000","","1305.400000","","1134.400000","","1188.300000","","716.500000","","757.800000","","706.200000","","1256.900000","","679.000000","","651.700000","","520.600000","",,,,
"255","Belgium","270","Rapeseed","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"6604.000000","","7915.000000","","197.000000","",,,,,,,,,,,,,,,"210.800000","","184.200000","","291.000000","","218.500000","","205.000000","","227.300000","","195.200000","","176.900000","","285.000000",""
"255","Belgium","270","Rapeseed","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"163.700000","","196.200000","","197.000000","",,,,,,,,,,,,,,,"210.800000","","184.200000","","291.000000","","218.500000","","205.000000","","227.300000","","195.200000","","176.900000","","285.000000",""
"255","Belgium","270","Rapeseed","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"150.800000","","175.600000","","185.400000","",,,,,,,,,,,,,,,"279.200000","","256.100000","","373.900000","","290.100000","","272.000000","","252.000000","","215.900000","","199.400000","","336.400000",""
"255","Belgium","547","Raspberries","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2800.000000","","1900.000000","","4606.500000","","11652.200000","","8096.700000","","9045.400000","","10080.500000","","9682.800000","","12477.900000","","10197.000000","","12332.300000","","7446.200000","","6548.900000","","8709.700000",""
"255","Belgium","547","Raspberries","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2800.000000","","1900.000000","","4606.500000","","11652.200000","","8096.700000","","9045.400000","","10080.500000","","9682.800000","","12477.900000","","10197.000000","","12332.300000","","7446.200000","","6548.900000","","8709.700000",""
"255","Belgium","547","Raspberries","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3482.100000","","2383.500000","","6304.800000","","17068.500000","","11247.900000","","11979.900000","","14013.200000","","12441.100000","","16567.400000","","13528.800000","","13677.300000","","8236.700000","","7379.900000","","10280.700000",""
"255","Belgium","71","Rye","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"3707.000000","","3840.000000","","78.000000","","109.000000","","75.000000","","86.000000","","87.000000","","89.400000","","96.100000","","65.400000","","109.100000","","122.200000","","148.800000","","124.100000","","110.000000","","107.500000","","97.300000","","108.800000","","139.500000",""
"255","Belgium","71","Rye","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"91.900000","","95.200000","","78.000000","","109.000000","","75.000000","","86.000000","","87.000000","","89.400000","","96.100000","","65.400000","","109.100000","","122.200000","","148.800000","","124.100000","","110.000000","","107.500000","","97.300000","","108.800000","","139.500000",""
"255","Belgium","71","Rye","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"84.700000","","85.200000","","73.400000","","123.000000","","93.100000","","106.900000","","109.100000","","122.400000","","140.800000","","90.900000","","144.500000","","169.900000","","191.100000","","164.700000","","146.000000","","119.200000","","107.600000","","122.700000","","164.700000",""
"255","Belgium","544","Strawberries","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"60328.000000","","78259.000000","","1980.000000","","2732.000000","","2141.000000","","4494.000000","","1977.900000","","2353.900000","","2233.300000","","2313.700000","","2730.700000","","2704.900000","","1818.100000","","2477.100000","","2188.900000","","1283.900000","","1061.600000","","3080.800000","","3956.600000",""
"255","Belgium","544","Strawberries","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"1495.500000","","1940.000000","","1980.000000","","2732.000000","","2141.000000","","4494.000000","","1977.900000","","2353.900000","","2233.300000","","2313.700000","","2730.700000","","2704.900000","","1818.100000","","2477.100000","","2188.900000","","1283.900000","","1061.600000","","3080.800000","","3956.600000",""
"255","Belgium","544","Strawberries","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"1377.800000","","1736.000000","","1863.400000","","3083.400000","","2658.400000","","5588.700000","","2481.200000","","3221.700000","","3271.400000","","3214.200000","","3616.600000","","3760.200000","","2336.000000","","3288.900000","","2904.100000","","1423.900000","","1174.300000","","3471.700000","","4670.300000",""
"255","Belgium","157","Sugar beet","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"1789.000000","","1849.000000","","35.300000","","35.300000","","37.600000","","37.600000","","32.900000","","33.100000","","31.000000","","30.500000","","29.300000","","30.700000","","28.700000","","29.300000","","26.300000","","26.300000","","26.300000","","22.100000","","23.000000",""
"255","Belgium","157","Sugar beet","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"44.300000","","45.800000","","35.300000","","35.300000","","37.600000","","37.600000","","32.900000","","33.100000","","31.000000","","30.500000","","29.300000","","30.700000","","28.700000","","29.300000","","26.300000","","26.300000","","26.300000","","22.100000","","23.000000",""
"255","Belgium","157","Sugar beet","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"40.900000","","41.000000","","33.200000","","39.800000","","46.700000","","46.800000","","41.300000","","45.300000","","45.400000","","42.400000","","38.800000","","42.700000","","36.800000","","38.800000","","34.900000","","29.200000","","29.100000","","24.900000","","27.100000",""
"255","Belgium","826","Tobacco, unmanufactured","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,"1191.200000","","1191.200000","","1191.200000","","1191.200000","","1191.200000","","1276.500000","","1340.400000","","1340.400000","","1551.600000","","1553.500000","","1607.800000","","1688.200000","","1772.600000","","1808.100000","","1988.900000","","1882.200000",""
"255","Belgium","826","Tobacco, unmanufactured","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,"1191.200000","","1191.200000","","1191.200000","","1191.200000","","1191.200000","","1276.500000","","1340.400000","","1340.400000","","1551.600000","","1553.500000","","1607.800000","","1688.200000","","1772.600000","","1808.100000","","1988.900000","","1882.200000",""
"255","Belgium","826","Tobacco, unmanufactured","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,"1344.400000","","1479.100000","","1481.400000","","1494.300000","","1630.400000","","1869.900000","","1862.100000","","1775.300000","","2157.000000","","1996.000000","","2134.800000","","2239.800000","","1966.000000","","2000.000000","","2241.200000","","2221.700000",""
"255","Belgium","388","Tomatoes","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"35479.000000","","29045.000000","","868.000000","","770.000000","","646.000000","","1193.000000","","834.000000","","840.500000","","759.700000","","644.200000","","908.300000","","487.900000","","742.200000","","602.000000","","652.300000","","669.300000","","685.600000","","702.100000","","719.000000",""
"255","Belgium","388","Tomatoes","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"879.500000","","720.000000","","868.000000","","770.000000","","646.000000","","1193.000000","","834.000000","","840.500000","","759.700000","","644.200000","","908.300000","","487.900000","","742.200000","","602.000000","","652.300000","","669.300000","","685.600000","","702.100000","","719.000000",""
"255","Belgium","388","Tomatoes","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"810.300000","","644.300000","","816.900000","","869.000000","","802.100000","","1483.600000","","1046.200000","","1150.400000","","1112.800000","","894.900000","","1203.000000","","678.200000","","953.700000","","799.300000","","865.400000","","742.300000","","758.400000","","791.200000","","848.700000",""
"255","Belgium","97","Triticale","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,"111.300000","","90.200000","","85.400000","","89.900000","","124.300000","","98.700000","","67.200000","","112.300000","","120.400000","","115.200000","","95.300000","","85.400000","","72.500000","","57.400000","","53.400000","","88.000000",""
"255","Belgium","97","Triticale","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,"111.300000","","90.200000","","85.400000","","89.900000","","124.300000","","98.700000","","67.200000","","112.300000","","120.400000","","115.200000","","95.300000","","85.400000","","72.500000","","57.400000","","53.400000","","88.000000",""
"255","Belgium","97","Triticale","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,"125.600000","","112.000000","","106.200000","","112.800000","","170.100000","","144.600000","","93.400000","","148.700000","","167.300000","","148.000000","","126.600000","","113.300000","","80.400000","","63.500000","","60.200000","","103.900000",""
"255","Belgium","463","Vegetables, fresh nes","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"26302.000000","","28641.000000","","720.000000","","638.000000","","344.000000","","203.000000","","544.300000","","294.200000","","294.200000","","419.900000","","424.600000","","384.400000","","507.300000","","463.500000","","406.700000","","443.600000","","439.700000","","458.900000","","511.400000",""
"255","Belgium","463","Vegetables, fresh nes","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"652.000000","","710.000000","","720.000000","","638.000000","","344.000000","","203.000000","","544.300000","","294.200000","","294.200000","","419.900000","","424.600000","","384.400000","","507.300000","","463.500000","","406.700000","","443.600000","","439.700000","","458.900000","","511.400000",""
"255","Belgium","463","Vegetables, fresh nes","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"600.700000","","635.300000","","677.600000","","720.100000","","427.100000","","252.400000","","682.800000","","402.700000","","431.000000","","583.300000","","562.400000","","534.400000","","651.700000","","615.400000","","539.600000","","492.000000","","486.300000","","517.100000","","603.600000",""
"255","Belgium","15","Wheat","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,"4462.000000","","4381.000000","","99.000000","","112.000000","","110.000000","","92.000000","","121.800000","","178.900000","","171.100000","","110.500000","","155.800000","","198.300000","","223.300000","","198.700000","","164.800000","","154.400000","","133.400000","","141.400000","","166.600000",""
"255","Belgium","15","Wheat","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,"110.600000","","108.600000","","99.000000","","112.000000","","110.000000","","92.000000","","121.800000","","178.900000","","171.100000","","110.500000","","155.800000","","198.300000","","223.300000","","198.700000","","164.800000","","154.400000","","133.400000","","141.400000","","166.600000",""
"255","Belgium","15","Wheat","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,"101.900000","","97.200000","","93.200000","","126.400000","","136.600000","","114.400000","","152.800000","","244.900000","","250.600000","","153.500000","","206.300000","","275.700000","","286.900000","","263.800000","","218.700000","","171.300000","","147.500000","","159.300000","","196.600000",""
"15","Belgium-Luxembourg","367","Asparagus","5530","Producer Price (LCU/tonne)","LCU","213910.000000","","88550.000000","","144000.000000","","98570.000000","","248800.000000","","164840.000000","","162200.000000","","149000.000000","*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15","Belgium-Luxembourg","367","Asparagus","5531","Producer Price (SLC/tonne)","SLC","213910.000000","","88550.000000","","144000.000000","","98570.000000","","248800.000000","","164840.000000","","162200.000000","","149000.000000","*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15","Belgium-Luxembourg","367","Asparagus","5532","Producer Price (USD/tonne)","USD","6264.200000","","2754.300000","","4162.300000","","2946.200000","","8439.600000","","5324.000000","","4534.000000","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
